kda,most_played_role,winrate,avg_creeps_per_min,avg_gold_per_min,username,rank_lp
6.9/3.5/6.3,Mid,Wins: 101 (55.5%),7.880000000000001,457.96000000000004,Plasma is back#EUW,Master 252 LP
7.1/5.6/6.5,AD Carry,Wins: 187 (53.6%),7.18,457.35999999999996,nautiskelija#8610,Master 463 LP
1.9/5.4/15.5,Support,Wins: 97 (59.1%),1.2333333333333334,288.90000000000003,LunaDown#EUW,GrandMaster 476 LP
3.2/6.4/13.6,Support,Wins: 214 (51.7%),1.16,320.1,Mauro Garih#EUW,Master 274 LP
8.1/5.2/5.8,Top,Wins: 165 (55.6%),6.859999999999999,460.66,悠悠海风轻吹#FAVOR,Master 107 LP
6.3/5.8/5.5,Mid,Wins: 209 (53.3%),7.92,455.86,Luidzi#monk,Master 434 LP
7.4/3.8/6.9,Jungler,Wins: 190 (53.1%),6.08,429.3,Revert#2005,GrandMaster 545 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster 429 LP
5.2/4.6/8.6,Mid,Wins: 69 (63.9%),7.8,457.62,Guli#EUWWW,Master 331 LP
8.2/6.7/7.3,Mid,Wins: 165 (52.9%),6.56,457.98,Sheeesh FEFE#EUW,Master 260 LP
6.9/5.4/6.3,Mid,Wins: 344 (53.7%),7.32,440.6,cursed blessing#0000,Master 752 LP
8.9/4.3/7.8,Jungler,Wins: 124 (60.8%),6.08,469.08000000000004,Electra Heart#666,Master 394 LP
1.8/5.4/16.0,Support,Wins: 115 (61.5%),0.8200000000000001,289.68,INVERNO7#HYLI,Master 210 LP
3.2/6.4/13.6,Support,Wins: 214 (51.7%),1.16,320.1,Mauro Garih#EUW,Master 274 LP
N/A,N/A,N/A,N/A,N/A,Âme Apaisée#EUW,GrandMaster N/A LP
5.4/4.6/6.2,Top,Wins: 51 (63.0%),7.139999999999999,409.06000000000006,Wolfstone#BEAR,Master 370 LP
8.9/4.9/6.9,Jungler,Wins: 115 (59.9%),6.88,465.2,JeanJaqueDeRouen#jjdr,GrandMaster 787 LP
5.5/4.6/9.8,Jungler,Wins: 160 (53.0%),6.05,354.45000000000005,Frail#BAD,Master 317 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster 429 LP
6.3/4.1/6.8,Mid,Wins: 135 (52.9%),5.640000000000001,420.43999999999994,NigusPrime837#EUW,Master 312 LP
7.9/7.6/7.1,AD Carry,Wins: 62 (52.1%),6.840000000000001,454.98,Wiped Out#NGBHD,Master 102 LP
6.4/4.6/6.1,AD Carry,Wins: 113 (55.4%),8.98,467.65999999999997,Miguel Diaz#YUS,GrandMaster 538 LP
1.6/6.4/15.0,Support,Wins: 41 (56.3%),0.74,283.7,Shaco Del Fuego#EUW,Master 34 LP
4.0/5.1/11.5,Support,Wins: 299 (52.7%),4.2,357.41999999999996,Rhapsody in Blue#2608,GrandMaster 644 LP
5.8/6.7/6.4,Top,Wins: 199 (55.9%),7.220000000000001,483.0,Vulcan293KW#DWG,GrandMaster 357 LP
4.9/4.2/5.5,Top,Wins: 98 (58.3%),7.44,414.21999999999997,MamiTeero#EUW,Master 329 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster 429 LP
9.6/4.0/7.6,Jungler,Wins: 93 (64.1%),4.64,593.8599999999999,한계 테스트#000,Master 401 LP
4.9/3.6/6.7,Top,Wins: 180 (54.5%),7.4,416.73999999999995,FICHAJE DEL AÑO#SELE,GrandMaster 656 LP
5.4/4.6/6.2,Top,Wins: 51 (63.0%),7.139999999999999,409.06000000000006,Wolfstone#BEAR,Master 370 LP
7.5/4.5/6.3,AD Carry,Wins: 94 (55.3%),8.24,474.4,Lothen#2137,Master 321 LP
6.2/5.3/7.1,AD Carry,Wins: 195 (53.9%),7.859999999999999,444.34000000000003,Boncuk#EUW12,Challenger 611 LP
1.9/4.3/14.6,Support,Wins: 101 (58.8%),0.96,289.15999999999997,Shredder#SHRD,GrandMaster 603 LP
2.5/6.0/12.9,Support,Wins: 133 (53.4%),1.1,296.84000000000003,ysam#007,Master 308 LP
4.9/4.9/5.7,Top,Wins: 188 (55.0%),7.32,430.16,FornoReason#Gap,Challenger 914 LP
5.9/5.6/5.8,Top,Wins: 115 (61.8%),7.7,448.1,Wunderwear#GOAT,Challenger 1004 LP
7.9/6.3/7.6,Jungler,Wins: 139 (58.4%),7.139999999999999,479.26000000000005,dean winchester#0128,GrandMaster 793 LP
6.8/4.9/8.1,Jungler,Wins: 181 (54.4%),6.9,450.2,WHATSYOURORDER#MCD,Challenger 694 LP
5.1/3.1/6.9,Mid,Wins: 110 (62.9%),9.0,453.25999999999993,L Vasco O#EUW,Challenger 921 LP
4.7/4.6/5.1,Top,Wins: 174 (56.5%),7.8,437.7,modernillo#moder,Challenger 932 LP
10.7/6.0/5.2,AD Carry,Wins: 140 (65.4%),7.42,496.3,Decebalus#White,Challenger 921 LP
6.6/4.6/7.4,AD Carry,Wins: 141 (57.1%),7.92,469.62,tukaan#tukan,Challenger 855 LP
5.5/5.5/9.7,Mid,Wins: 191 (51.8%),5.840000000000001,417.0400000000001,Krüppi#EUW,Master 422 LP
3.1/5.7/17.9,Support,Wins: 44 (84.6%),1.0,337.9,Billy Butcher#EUW,Master 422 LP
4.7/4.6/5.6,Top,Wins: 212 (53.4%),7.4799999999999995,420.76000000000005,ToothIess#EUW,Master 546 LP
6.1/4.7/6.7,Top,Wins: 86 (57.3%),6.959999999999999,447.46000000000004,dxfewto#EUW,Master 391 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster 429 LP
6.7/4.1/8.9,Jungler,Wins: 58 (63.0%),6.6,452.4599999999999,komanche uchiha#elite,Master 140 LP
10.4/6.7/4.9,Mid,Wins: 141 (60.3%),6.180000000000001,448.14000000000004,ShadowRicc#urmom,Master 270 LP
6.1/6.2/7.0,Mid,Wins: 316 (50.7%),6.1,415.43999999999994,SEL0#EUW,GrandMaster 499 LP
7.4/6.2/6.8,AD Carry,Wins: 305 (53.4%),7.82,490.25999999999993,ALL X#000 0,Master 199 LP
8.8/5.5/6.8,AD Carry,Wins: 116 (56.9%),8.08,474.68,light comes on#EUW,GrandMaster 535 LP
3.9/5.1/11.4,Support,Wins: 192 (54.1%),3.5200000000000005,351.48,TurkSUPSmurf#EUW,Master 235 LP
2.5/6.0/12.9,Support,Wins: 133 (53.4%),1.1,296.84000000000003,ysam#007,Master 308 LP
5.7/6.3/7.6,Mid,Wins: 132 (52.6%),6.279999999999999,391.74,TwoStone#2222,Master 344 LP
5.8/6.7/6.4,Top,Wins: 199 (55.9%),7.220000000000001,483.0,Vulcan293KW#DWG,GrandMaster 357 LP
5.1/4.1/8.9,Jungler,Wins: 120 (55.3%),6.366666666666667,413.6333333333334,Hemlandaren#CHN,GrandMaster 413 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster 429 LP
5.2/4.3/7.2,Mid,Wins: 170 (53.5%),7.239999999999999,409.02,ForellenLord#3000,Master 492 LP
6.5/3.4/5.4,Mid,Wins: 75 (60.0%),8.059999999999999,456.2,PlaymakingMaker0#EUW,Master 374 LP
5.8/5.5/9.0,AD Carry,Wins: 39 (65.0%),7.660000000000001,433.02,KΞΠΔI#EUW,Master 190 LP
6.5/5.0/6.6,AD Carry,Wins: 194 (53.9%),8.28,463.28000000000003,Madison Beer#HOME,Master 515 LP
4.3/4.3/11.3,Jungler,Wins: 254 (53.3%),4.9799999999999995,384.36,Discord Diff#EUW,GrandMaster 692 LP
5.4/5.9/6.6,Mid,Wins: 106 (49.8%),6.459999999999999,445.48,Kill#WEST,Master 73 LP
5.8/5.2/4.8,Top,Wins: 176 (55.9%),7.6,460.1,Sangrod#EUWW,GrandMaster 687 LP
6.8/5.5/4.1,Top,Wins: 89 (57.1%),2.9,626.5,Urpog#URGOT,Master 420 LP
6.1/4.8/7.9,Jungler,Wins: 186 (54.2%),7.279999999999999,438.91999999999996,Techoteco#EUW,GrandMaster 739 LP
6.7/4.1/8.2,Jungler,Wins: 158 (56.8%),7.040000000000001,449.08000000000004,SPOOKY#LFT,GrandMaster 781 LP
5.1/3.1/6.9,Mid,Wins: 110 (62.9%),9.0,453.25999999999993,L Vasco O#EUW,Challenger 921 LP
5.8/4.1/6.7,Mid,Wins: 273 (53.6%),7.82,437.4799999999999,Zwyrøø#soul,Challenger 820 LP
6.2/6.6/7.6,Mid,Wins: 143 (59.6%),7.279999999999999,422.38,sahira#EUW,Master 612 LP
10.7/6.0/5.2,AD Carry,Wins: 141 (65.6%),7.42,496.18,Decebalus#White,Challenger 942 LP
4.0/5.1/11.5,Support,Wins: 299 (52.7%),4.2,357.41999999999996,Rhapsody in Blue#2608,GrandMaster 644 LP
7.1/6.0/9.4,AD Carry,Wins: 124 (57.9%),6.16,445.82,LCK Divine#777,GrandMaster 433 LP
5.8/6.7/6.4,Top,Wins: 199 (55.9%),7.220000000000001,483.0,Vulcan293KW#DWG,GrandMaster 357 LP
6.9/5.3/9.2,Jungler,Wins: 113 (54.9%),6.4,461.98,XnS#XnS,GrandMaster 546 LP
6.5/5.1/10.2,Jungler,Wins: 101 (59.4%),6.3,446.16,we go Loco#EUW,GrandMaster 652 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster 429 LP
7.3/5.2/6.2,Mid,Wins: 122 (55.7%),7.1,438.9200000000001,Simpli#Jasmi,GrandMaster 528 LP
5.8/3.7/7.0,Mid,Wins: 135 (58.4%),8.38,456.85999999999996,Phantomles#KING,GrandMaster 752 LP
6.9/5.4/7.2,AD Carry,Wins: 188 (55.6%),7.5,492.5,Bench Queen#EUW,Challenger 765 LP
7.3/4.1/6.8,AD Carry,Wins: 205 (54.7%),8.860000000000001,487.91999999999996,3XA#ERA,Challenger 721 LP
3.6/6.5/11.7,Support,Wins: 147 (53.1%),3.16,359.84000000000003,It Is What It Is#99999,GrandMaster 216 LP
3.1/5.7/17.9,Support,Wins: 44 (84.6%),1.0,337.9,Billy Butcher#EUW,Master 422 LP
4.2/4.3/5.9,Top,Wins: 147 (57.2%),7.4,416.82,SMRADOCH ROBO#EUW,Challenger 852 LP
5.0/4.4/6.0,Top,Wins: 158 (56.8%),7.5200000000000005,417.56000000000006,its time#00000,Challenger 811 LP
8.0/5.1/8.7,Jungler,Wins: 113 (57.4%),7.0200000000000005,465.4599999999999,Dr Coconut#yiken,Challenger 636 LP
6.7/4.1/8.2,Jungler,Wins: 158 (56.8%),7.040000000000001,449.08000000000004,SPOOKY#LFT,GrandMaster 781 LP
6.7/5.1/6.4,Mid,Wins: 196 (52.4%),7.9799999999999995,473.3,shao la int#EUW,GrandMaster 502 LP
6.2/6.6/7.6,Mid,Wins: 143 (59.6%),7.279999999999999,422.38,sahira#EUW,Master 612 LP
5.8/4.1/6.7,Mid,Wins: 272 (53.6%),7.82,437.4799999999999,Zwyrøø#soul,Challenger 799 LP
6.4/4.6/6.1,AD Carry,Wins: 113 (55.4%),8.98,467.65999999999997,Miguel Diaz#YUS,GrandMaster 538 LP
1.8/5.1/14.7,Support,Wins: 160 (53.7%),1.2000000000000002,298.8,Chaleureux#EUW,Master 366 LP
7.7/5.4/8.6,AD Carry,Wins: 101 (64.7%),6.7,467.34000000000003,hahahahah#6206,Challenger 956 LP
5.8/5.2/4.8,Top,Wins: 176 (55.9%),7.6,460.1,Sangrod#EUWW,GrandMaster 687 LP
5.5/4.2/5.6,Top,Wins: 346 (52.9%),8.120000000000001,447.21999999999997,Nillee#EUW,Challenger 813 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster 429 LP
6.5/4.5/7.1,Jungler,Wins: 328 (51.7%),6.2,417.9,MONKMONKMONKMONK#MONK,GrandMaster 522 LP
5.8/3.7/7.0,Mid,Wins: 135 (58.4%),8.38,456.85999999999996,Phantomles#KING,GrandMaster 752 LP
6.1/4.9/6.5,Mid,Wins: 94 (58.4%),6.8,418.93999999999994,johnwick#back,GrandMaster 552 LP
6.9/5.4/7.2,AD Carry,Wins: 188 (55.6%),7.5,492.5,Bench Queen#EUW,Challenger 765 LP
7.1/4.9/8.0,AD Carry,Wins: 117 (58.8%),7.959999999999999,483.82000000000005,Mishigu#0001,GrandMaster 832 LP
3.9/5.0/13.6,Support,Wins: 75 (64.7%),0.8666666666666667,324.23333333333335,Suryhtal#Bard,GrandMaster 679 LP
2.8/5.4/14.4,Support,Wins: 110 (57.9%),1.48,320.24,footjob enjoyer#111,GrandMaster 605 LP
5.1/5.0/5.8,Top,Wins: 62 (60.8%),8.44,469.56000000000006,Zora#Tibia,Master 232 LP
7.5/5.5/7.9,Jungler,Wins: 128 (55.2%),6.639999999999999,444.03999999999996,MafroMafroMafro#Mafro,Master 425 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,GrandMaster 429 LP
9.4/3.5/7.5,Jungler,Wins: 78 (80.4%),6.3,561.1400000000001,kzxktobxkut#EUW,Master 211 LP
8.1/6.5/6.9,Mid,Wins: 77 (64.2%),6.319999999999999,415.8,Shire Enjoyer#EUW,Master 470 LP
6.7/4.8/6.5,Mid,Wins: 233 (54.4%),7.919999999999999,446.06000000000006,JustALittleFaith#HaHa,Challenger 825 LP
7.1/6.0/7.1,AD Carry,Wins: 92 (57.5%),8.139999999999999,488.71999999999997,VioletRaven#0807,Master 420 LP
7.2/5.1/6.6,AD Carry,Wins: 78 (56.9%),7.8,465.93999999999994,Arthur Leywin#001,Master 207 LP
3.5/5.0/12.5,Support,Wins: 295 (52.6%),1.14,313.96000000000004,Shawi Katami#EUW,GrandMaster 615 LP
1.8/5.9/14.8,Support,Wins: 125 (55.1%),2.48,311.52,abagnale1#EUW,Master 369 LP
7.8/4.6/6.6,Jungler,Wins: 122 (58.1%),7.3,475.1,不帮就送#0888,Challenger 707 LP
5.5/5.5/6.0,Top,Wins: 257 (52.0%),6.82,421.1,arbrio#NA1,GrandMaster 265 LP
8.4/6.1/6.6,Jungler,Wins: 59 (56.2%),7.12,446.46000000000004,random rengar#NA1,Master 182 LP
6.4/4.8/9.8,Jungler,Wins: 157 (57.1%),6.359999999999999,440.53999999999996,Icelandic Hero#ice,Challenger 863 LP
10.6/4.4/6.6,Jungler,Wins: 101 (69.7%),7.42,504.4,Sheiden3#NA1,Challenger 1321 LP
7.6/5.0/6.2,Mid,Wins: 84 (53.8%),6.4799999999999995,537.14,火 影#2Szd,GrandMaster 332 LP
6.7/4.2/7.1,AD Carry,Wins: 165 (52.4%),8.26,477.08000000000004,ZEZE ZAZA XOOO#anna,GrandMaster 417 LP
7.5/6.0/7.5,AD Carry,Wins: 145 (57.3%),7.5,470.23999999999995,Seishiro Nagi#2002,Challenger 424 LP
4.6/4.5/9.2,AD Carry,Wins: 112 (57.4%),5.3,400.66,enryu#imi,GrandMaster 447 LP
7.7/3.6/9.6,Jungler,Wins: 31 (68.9%),6.56,612.28,Zequilla#NA1,GrandMaster 286 LP
5.5/5.3/6.9,AD Carry,Wins: 76 (65.0%),6.880000000000001,482.96000000000004,XYYZ#SNH,GrandMaster 540 LP
8.2/5.3/4.1,Top,Wins: 45 (72.1%),6.4333333333333345,617.3333333333334,Mèo méo#NA1,Master 75 LP
7.0/5.4/8.3,Mid,Wins: 83 (66.7%),7.1,450.6,Spica#001,Challenger 844 LP
7.3/3.3/8.1,Jungler,Wins: 203 (54.1%),6.660000000000001,439.91999999999996,Will#NA12,Challenger 869 LP
5.6/5.3/5.7,Mid,Wins: 94 (62.7%),8.02,472.71999999999997,one last dance#nahz,Challenger 721 LP
3.8/5.0/8.7,Top,Wins: 131 (56.0%),3.7499999999999996,296.90000000000003,Paklaiton#NA1,Challenger 640 LP
6.9/6.1/6.4,Top,Wins: 135 (53.8%),7.219999999999999,450.16,Hyperton#goat,GrandMaster 478 LP
5.5/5.2/9.7,AD Carry,Wins: 93 (57.0%),5.9399999999999995,461.14,Yubs#NAVI,GrandMaster 358 LP
6.9/5.5/10.8,Jungler,Wins: 128 (53.4%),5.44,408.41999999999996,WhiteKnight77#NA1,Master 191 LP
2.9/4.9/11.4,Support,Wins: 129 (57.0%),3.5,425.64,Empathy#NA0,Master 194 LP
5.9/4.4/5.7,Top,Wins: 153 (54.1%),7.7,453.53999999999996,Dhokla#NA1,Challenger 567 LP
8.4/3.8/10.9,Jungler,Wins: 62 (76.5%),6.960000000000001,431.66,holli#60913,GrandMaster 361 LP
6.6/4.8/7.2,Jungler,Wins: 102 (57.0%),6.58,483.6,한손에총들고#NA11,Master 107 LP
10.6/4.4/6.6,Jungler,Wins: 101 (69.7%),7.42,504.4,Sheiden3#NA1,Challenger 1321 LP
7.8/4.6/6.6,Jungler,Wins: 122 (58.1%),7.3,475.1,不帮就送#0888,Challenger 707 LP
5.3/5.9/7.0,Mid,Wins: 404 (50.9%),6.480000000000001,399.46000000000004,Scaling is OP#NA1,GrandMaster 432 LP
6.6/4.5/8.0,AD Carry,Wins: 99 (63.1%),8.12,459.7799999999999,波士顿第一深情#1117,Challenger 754 LP
6.6/4.6/8.1,Jungler,Wins: 70 (57.4%),6.779999999999999,446.87999999999994,Vertigo#SHOW,GrandMaster 322 LP
7.7/3.6/9.6,Jungler,Wins: 31 (68.9%),6.56,612.28,Zequilla#NA1,GrandMaster 286 LP
4.4/3.6/10.6,Mid,Wins: 80 (56.7%),3.2600000000000002,362.08,mly#mura,GrandMaster 267 LP
6.4/3.7/4.6,Top,Wins: 105 (64.6%),6.74,386.84,TwTv EUWXYZ#R7LE,GrandMaster 427 LP
7.1/4.9/8.0,AD Carry,Wins: 117 (58.8%),7.959999999999999,483.82000000000005,Mishigu#0001,GrandMaster 832 LP
7.7/4.3/8.1,Jungler,Wins: 57 (65.5%),6.720000000000001,453.98,CPalmer20#Lee,Master 355 LP
6.4/4.8/7.7,Jungler,Wins: 140 (54.3%),8.26,459.2,Neon Moon#EUW,Master 316 LP
6.3/3.6/3.9,Top,Wins: 70 (55.6%),6.433333333333334,379.6333333333334,dreamdreamdream#111,Master 47 LP
5.8/4.1/6.7,Mid,Wins: 273 (53.6%),7.82,437.4799999999999,Zwyrøø#soul,Challenger 820 LP
7.8/4.3/8.5,AD Carry,Wins: 171 (57.6%),7.8,463.21999999999997,TTV EcstassyLoL#KTH,Challenger 1014 LP
8.7/5.8/6.2,AD Carry,Wins: 178 (54.1%),7.0200000000000005,465.82000000000005,ズズズ#NOEGO,GrandMaster 562 LP
2.8/5.9/13.6,Support,Wins: 204 (50.5%),1.38,301.18,Summi#Freya,Master 138 LP
1.8/4.6/15.4,Support,Wins: 86 (58.7%),5.06,612.24,287#2310,Master 365 LP
5.5/4.5/5.6,Top,Wins: 98 (61.6%),7.659999999999999,447.76000000000005,Fudgecakey#5811,Challenger 895 LP
6.1/4.6/6.1,Top,Wins: 72 (61.5%),7.459999999999999,450.41999999999996,xRoyal#11111,Challenger 570 LP
7.0/5.4/8.3,Mid,Wins: 83 (66.7%),7.1,450.6,Spica#001,Challenger 844 LP
6.6/4.2/8.4,Jungler,Wins: 143 (58.1%),6.82,461.62,chocolate rain#LFG,Challenger 811 LP
6.5/5.8/7.1,Jungler,Wins: 64 (61.0%),6.660000000000001,438.28000000000003,Hanataro#Nokia,GrandMaster 362 LP
6.3/4.6/7.4,Mid,Wins: 134 (52.8%),7.760000000000001,443.5,young#0000,Challenger 347 LP
3.8/5.0/8.7,Top,Wins: 131 (56.0%),3.7499999999999996,296.90000000000003,Paklaiton#NA1,Challenger 640 LP
5.2/5.3/8.0,Mid,Wins: 176 (55.3%),6.7,398.53999999999996,The PlayMaker O#NA1,Challenger 759 LP
6.7/5.6/6.0,Top,Wins: 49 (57.0%),6.279999999999999,461.17999999999995,Deadshot#YMZ,Master 81 LP
6.9/3.4/5.5,Top,Wins: 65 (68.4%),7.0600000000000005,454.43999999999994,twtv bobjenkins#NA3,GrandMaster 574 LP
7.6/5.0/6.2,Mid,Wins: 84 (53.8%),6.4799999999999995,537.14,火 影#2Szd,GrandMaster 332 LP
8.4/6.3/5.9,Mid,Wins: 73 (51.8%),7.5,472.53999999999996,RoyalRoy#NA1,Master 95 LP
7.1/4.3/8.6,Jungler,Wins: 133 (55.4%),6.220000000000001,425.46000000000004,Verdict#9108,Challenger 651 LP
7.5/4.9/7.4,Jungler,Wins: 129 (56.9%),7.06,480.9,Keklez#NA1,GrandMaster 526 LP
7.4/4.4/6.7,Mid,Wins: 57 (65.5%),6.94,440.76000000000005,Goodras Hips#NA1,GrandMaster 360 LP
7.2/5.6/7.2,Mid,Wins: 44 (62.9%),7.659999999999999,500.43999999999994,the pob#NA1,GrandMaster 323 LP
7.0/4.8/7.5,Mid,Wins: 144 (51.2%),6.9799999999999995,481.74000000000007,小熊软糖#Cattt,Challenger 191 LP
4.6/6.0/8.3,AD Carry,Wins: 256 (51.1%),4.040000000000001,343.58,Proosia#charm,GrandMaster 440 LP
8.3/7.5/8.8,AD Carry,Wins: 78 (64.7%),6.9399999999999995,454.12,CORPSE#KING,Master 80 LP
5.4/4.3/5.6,Mid,Wins: 133 (55.5%),7.9,432.84000000000003,Sym#Sym,GrandMaster 390 LP
8.4/3.8/10.9,Jungler,Wins: 62 (76.5%),6.960000000000001,431.66,holli#60913,GrandMaster 361 LP
5.8/5.2/6.4,Mid,Wins: 90 (54.9%),6.640000000000001,407.58000000000004,TeddyW0202#NA1,Master 100 LP
5.2/4.0/9.8,Jungler,Wins: 144 (55.8%),6.5600000000000005,409.4,Gear Secando#OP1,Challenger 786 LP
10.6/4.4/6.6,Jungler,Wins: 101 (69.7%),7.42,504.4,Sheiden3#NA1,Challenger 1321 LP
7.1/4.7/7.3,Mid,Wins: 111 (61.3%),7.540000000000001,471.2,小山丘#6572,Challenger 598 LP
7.0/5.4/6.8,Jungler,Wins: 199 (52.8%),7.360000000000001,460.53999999999996,CompIain#NA1,GrandMaster 569 LP
7.6/6.0/5.5,AD Carry,Wins: 269 (52.3%),7.62,505.48,ttv brabro#aph,Challenger 724 LP
5.7/4.4/9.6,AD Carry,Wins: 62 (60.8%),8.120000000000001,483.9,antiheal#ILFSM,GrandMaster 443 LP
2.2/5.0/15.3,Support,Wins: 53 (73.6%),1.06,314.78000000000003,Nerfing#0001,GrandMaster 528 LP
3.0/6.2/12.5,Support,Wins: 109 (54.2%),0.9,334.36,Frosthook#NA1,GrandMaster 314 LP
8.4/6.3/5.8,Mid,Wins: 73 (51.4%),7.5,472.53999999999996,RoyalRoy#NA1,Master 74 LP
7.6/5.0/6.2,Mid,Wins: 84 (53.8%),6.4799999999999995,537.14,火 影#2Szd,GrandMaster 332 LP
7.0/5.4/8.3,Mid,Wins: 83 (66.7%),7.1,450.6,Spica#001,Challenger 844 LP
8.3/4.5/9.3,Jungler,Wins: 60 (65.6%),4.74,525.52,lovesasa#7777,GrandMaster 248 LP
6.3/4.6/7.4,Mid,Wins: 134 (52.8%),7.760000000000001,443.5,young#0000,Challenger 347 LP
7.4/4.4/6.7,Mid,Wins: 57 (65.5%),6.94,440.76000000000005,Goodras Hips#NA1,GrandMaster 360 LP
6.6/5.8/7.2,AD Carry,Wins: 159 (50.3%),6.860000000000001,418.84000000000003,Improve Only#NA1,GrandMaster 174 LP
6.7/4.2/7.1,AD Carry,Wins: 165 (52.4%),8.26,477.08000000000004,ZEZE ZAZA XOOO#anna,GrandMaster 417 LP
3.8/6.6/12.8,Support,Wins: 108 (53.5%),2.1399999999999997,366.08000000000004,Maublron#NA1,GrandMaster 336 LP
4.4/3.6/10.6,Mid,Wins: 80 (56.7%),3.2600000000000002,362.08,mly#mura,GrandMaster 267 LP
7.1/4.3/5.7,Mid,Wins: 151 (51.2%),6.92,447.4,不心动#Maple,GrandMaster 194 LP
7.2/5.7/4.9,Top,Wins: 46 (58.2%),6.660000000000001,476.53999999999996,Dwye#NA1,Master 40 LP
6.5/4.0/8.7,Jungler,Wins: 87 (53.1%),6.1,441.82,Nøctμrne#NA1,Master 168 LP
7.6/7.0/9.1,Jungler,Wins: 44 (49.4%),6.279999999999999,424.4,im on fent#emo,Diamond II 55 LP
7.5/4.3/5.3,Mid,Wins: 94 (55.0%),7.42,432.38,Loosest Bussy#NA1,Master 59 LP
7.2/5.6/7.2,Mid,Wins: 44 (62.9%),7.659999999999999,500.43999999999994,the pob#NA1,Master 323 LP
6.1/4.4/6.4,AD Carry,Wins: 153 (51.3%),7.38,436.32,Cidez#NA1,Master 169 LP
7.2/5.5/8.5,Mid,Wins: 128 (49.2%),6.24,414.16,Lasius#ily,Master 42 LP
5.0/4.8/11.6,AD Carry,Wins: 57 (52.3%),5.52,409.8,Nhavilay#Koji,Master 33 LP
1.6/5.1/14.9,Support,Wins: 55 (55.6%),1.7,297.23999999999995,Carry Hunterr#2509,Master 130 LP
4.4/4.3/6.5,Top,Wins: 173 (53.6%),6.7,393.16,Proctor#MTG,GrandMaster 433 LP
6.7/5.6/6.0,Top,Wins: 49 (57.0%),6.279999999999999,461.17999999999995,Deadshot#YMZ,Master 81 LP
10.6/4.4/6.6,Jungler,Wins: 101 (69.7%),7.42,504.4,Sheiden3#NA1,Challenger 1321 LP
6.9/5.0/9.5,Jungler,Wins: 163 (53.8%),6.1,428.35999999999996,Fãtëdº#6653,GrandMaster 325 LP
6.7/3.7/6.8,Mid,Wins: 68 (58.1%),7.74,471.53999999999996,OzzyWozzy#OZE,GrandMaster 344 LP
6.3/4.6/7.4,Mid,Wins: 134 (52.8%),7.760000000000001,443.5,young#0000,Challenger 347 LP
9.0/4.4/6.3,AD Carry,Wins: 64 (72.4%),7.140000000000001,497.5400000000001,Kiqzend#9705,Diamond I 130 LP
6.6/5.8/7.2,AD Carry,Wins: 159 (50.3%),6.860000000000001,418.84000000000003,Improve Only#NA1,GrandMaster 174 LP
1.6/5.2/16.0,Support,Wins: 64 (72.4%),0.9,303.44,Yu Jimin#CN1,Diamond I 130 LP
3.0/6.2/12.5,Support,Wins: 109 (54.2%),0.9,334.36,Frosthook#NA1,GrandMaster 314 LP
5.1/3.8/5.8,Top,Wins: 134 (55.4%),7.6,436.56000000000006,Strai#STR,GrandMaster 457 LP
6.9/6.1/6.4,Top,Wins: 135 (53.8%),7.219999999999999,450.16,Hyperton#goat,GrandMaster 478 LP
5.0/3.3/10.3,Jungler,Wins: 317 (50.7%),4.3,373.73999999999995,jamican banana#NA1,GrandMaster 528 LP
9.3/4.9/10.0,Jungler,Wins: 44 (63.8%),6.02,478.0,Shimmer#NA1,GrandMaster 305 LP
5.3/5.9/7.0,Mid,Wins: 404 (50.9%),6.480000000000001,399.46000000000004,Scaling is OP#NA1,GrandMaster 432 LP
7.2/5.6/7.2,Mid,Wins: 44 (62.9%),7.659999999999999,500.43999999999994,the pob#NA1,Master 323 LP
5.9/6.0/8.2,AD Carry,Wins: 138 (52.7%),7.26,432.86,seven#o77,GrandMaster 383 LP
5.5/5.3/6.9,AD Carry,Wins: 76 (65.0%),6.880000000000001,482.96000000000004,XYYZ#SNH,GrandMaster 540 LP
2.3/3.9/13.5,Support,Wins: 135 (52.3%),0.86,277.82,billie#angel,GrandMaster 175 LP
3.3/5.7/12.1,Support,Wins: 194 (53.3%),2.4,332.71999999999997,Affinity#8888,Challenger 553 LP
5.9/3.9/6.7,Top,Wins: 91 (56.9%),6.9,418.5400000000001,White Snow#NA1,Challenger 546 LP
