kda,most_played_role,winrate,avg_creeps_per_min,avg_gold_per_min,username,rank_lp
5.8/4.1/6.7,Mid,Wins: 271 (53.7%),7.82,437.4599999999999,Zwyrøø#soul,Challenger 828 LP
6.6/4.6/7.4,AD Carry,Wins: 141 (57.1%),7.92,469.62,tukaan#tukan,Challenger 855 LP
6.6/5.5/7.1,AD Carry,Wins: 209 (51.9%),7.659999999999999,446.23999999999995,Kopia#POL,Master 390 LP
6.5/4.2/6.1,Mid,Wins: 86 (59.7%),7.62,458.02,indoor fish#EUW,GrandMaster 561 LP
5.0/5.5/7.2,Mid,Wins: 224 (54.2%),6.6,412.5,star zall#2121,Challenger 960 LP
N/A,N/A,N/A,N/A,N/A,e7c3c0fd-cee3-4399-877b-baf89c9f6f46#EUW,Challenger N/A LP
6.5/4.3/4.6,Top,Wins: 112 (62.9%),7.6,452.14,哈哈哈哈哈哈#BUILT,Challenger 920 LP
5.4/4.7/10.8,Jungler,Wins: 130 (59.4%),7.040000000000001,410.9999999999999,Chris#102,Challenger 913 LP
6.2/4.9/7.9,Mid,Wins: 138 (55.9%),7.4799999999999995,474.62,Fabi#520,GrandMaster 527 LP
6.4/3.2/9.3,Jungler,Wins: 209 (57.9%),7.0,441.32,HotGuy6Pack#MUTE,Challenger 1366 LP
6.1/4.8/8.1,Mid,Wins: 266 (55.3%),7.8,445.76000000000005,ttv ronaldoo#123,Challenger 1214 LP
10.8/6.0/5.2,AD Carry,Wins: 140 (66.4%),7.4,497.52,Decebalus#White,Challenger 979 LP
2.8/5.5/13.9,Support,Wins: 331 (52.7%),1.04,302.46,Paixdia#Supp,Challenger 852 LP
2.1/5.9/14.5,Support,Wins: 145 (58.2%),1.1,304.98,Wrongo#1234,Challenger 895 LP
2.4/4.6/15.1,Support,Wins: 306 (54.6%),1.1199999999999999,306.94,lft Lekcyc#111,Challenger 1176 LP
5.7/5.8/3.9,Top,Wins: 219 (50.2%),6.140000000000001,395.86,DariKaiser#Splat,Master 10 LP
6.7/3.7/6.8,Mid,Wins: 68 (58.1%),7.74,471.53999999999996,OzzyWozzy#OZE,GrandMaster 344 LP
9.8/6.8/6.2,Jungler,Wins: 25 (61.0%),7.380000000000001,489.7200000000001,Sephno#NA1,Diamond II 3 LP
7.1/5.1/9.4,Jungler,Wins: 32 (63.3%),5.46,525.1200000000001,Outcast#971,Diamond I 2 LP
4.8/5.6/7.7,Mid,Wins: 116 (49.4%),5.68,362.94,Frosty#Tal,Diamond I 77 LP
5.1/4.6/8.6,AD Carry,Wins: 132 (50.0%),6.660000000000001,413.32,Mage#APC,Master 37 LP
4.5/6.2/11.2,Support,Wins: 82 (59.4%),3.5599999999999996,391.62,ENTHRALLED#999,GrandMaster 553 LP
3.6/4.4/9.9,AD Carry,Wins: 282 (47.6%),3.6399999999999997,343.26000000000005,Sensational#Art,Diamond I 48 LP
4.8/5.0/8.0,AD Carry,Wins: 146 (50.2%),6.3,477.9,谁言天地宽 卧槽viper3#blue,Diamond I 1 LP
3.1/5.3/13.1,Support,Wins: 123 (57.5%),1.2599999999999998,318.32,Biofrost#23974,GrandMaster 492 LP
5.0/4.0/9.7,Top,Wins: 140 (53.0%),4.94,468.36,Thomas#99999,Master 453 LP
N/A,N/A,N/A,N/A,N/A,e7c3c0fd-cee3-4399-877b-baf89c9f6f46#EUW,Challenger N/A LP
6.4/5.2/9.1,Jungler,Wins: 96 (63.6%),7.220000000000001,440.3,love u dog#DOG,Challenger 808 LP
6.2/4.9/7.9,Mid,Wins: 138 (55.9%),7.4799999999999995,474.62,Fabi#520,GrandMaster 527 LP
7.0/3.8/9.4,Mid,Wins: 49 (69.0%),8.16,481.98,HusumLOL#EUW,Master 217 LP
5.8/4.1/6.7,Mid,Wins: 271 (53.7%),7.82,437.4599999999999,Zwyrøø#soul,Challenger 828 LP
7.4/5.3/8.2,Mid,Wins: 153 (57.1%),6.9799999999999995,505.24000000000007,Odysseus#131,Challenger 914 LP
8.5/5.4/6.8,AD Carry,Wins: 88 (67.7%),8.78,545.8399999999999,시시포스#0000,GrandMaster 528 LP
2.1/5.9/14.5,Support,Wins: 145 (58.2%),1.1,304.98,Wrongo#1234,Challenger 895 LP
9.5/5.6/8.9,AD Carry,Wins: 100 (55.2%),4.58,429.55999999999995,Bebs#EUW,Master 360 LP
7.7/6.3/6.9,Mid,Wins: 87 (56.1%),6.92,470.14000000000004,Detention#NA1,Master 229 LP
3.2/5.1/4.1,Top,Wins: 62 (52.5%),5.42,455.23999999999995,Shepherd of Elo#NA1,Master 2 LP
7.1/4.4/6.9,Jungler,Wins: 43 (61.1%),7.3,432.82,Nightbladetwo#NOC,Master 91 LP
5.0/4.6/6.5,Mid,Wins: 110 (48.9%),7.18,409.53999999999996,In Rainbows#NA2,Diamond I 4 LP
7.5/5.8/6.3,Mid,Wins: 92 (60.9%),7.239999999999999,431.41999999999996,n2thng evr hppnz#200,GrandMaster 392 LP
7.2/5.6/7.2,Mid,Wins: 44 (62.9%),7.659999999999999,500.43999999999994,the pob#NA1,GrandMaster 323 LP
6.6/5.8/7.2,AD Carry,Wins: 159 (50.3%),6.860000000000001,418.84000000000003,Improve Only#NA1,GrandMaster 174 LP
4.9/4.0/7.4,Mid,Wins: 85 (53.1%),6.56,397.8,Alex94536#0000,Master 172 LP
1.7/4.6/13.9,Support,Wins: 201 (49.9%),0.78,285.65999999999997,Small Fluffy Cat#uwu,Master 76 LP
2.6/4.1/12.5,Support,Wins: 105 (54.6%),1.1800000000000002,308.02,DDOSS#NA1,GrandMaster 284 LP
4.5/4.5/7.4,Top,Wins: 195 (55.2%),5.720000000000001,467.02,Cabex#EUW,Challenger 817 LP
5.5/5.0/7.1,Top,Wins: 173 (59.0%),7.1,414.02,Vizícsacsi#EUW,Challenger 1208 LP
7.7/3.9/8.1,Jungler,Wins: 107 (60.5%),7.220000000000001,461.67999999999995,naau1#EUW,Challenger 747 LP
8.9/4.9/6.9,Jungler,Wins: 115 (59.9%),6.88,465.2,JeanJaqueDeRouen#jjdr,GrandMaster 787 LP
6.3/5.6/6.7,Mid,Wins: 188 (58.6%),7.44,447.41999999999996,alix de souza#1111,Challenger 1322 LP
6.3/4.6/7.2,Mid,Wins: 131 (56.0%),7.68,473.12000000000006,WashedMidlaner#chaD,GrandMaster 589 LP
8.1/4.1/6.8,AD Carry,Wins: 183 (54.8%),8.5,492.41999999999996,JEZUUU#0814,Challenger 892 LP
6.9/5.2/6.9,AD Carry,Wins: 218 (57.7%),8.4,477.88,Unkn0wn#EUW11,Challenger 1368 LP
2.8/5.5/13.9,Support,Wins: 331 (52.7%),1.04,302.46,Paixdia#Supp,Challenger 852 LP
3.6/4.3/12.7,Support,Wins: 119 (62.3%),3.4499999999999997,333.9,Knurble#5105,Challenger 759 LP
5.6/4.7/3.8,Top,Wins: 160 (50.3%),7.339999999999999,458.48,Hurrakana#Hurra,Master 44 LP
6.0/4.0/5.6,Top,Wins: 60 (64.5%),7.5,434.64,Balrog1177#EUW,Master 328 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,Master 429 LP
8.8/6.7/6.8,Jungler,Wins: 150 (51.9%),5.84,599.22,Daraèn#123,Master 265 LP
5.4/3.9/6.8,Mid,Wins: 50 (64.1%),7.24,465.5799999999999,19091999#EUW,Master 106 LP
6.2/5.7/6.9,Mid,Wins: 132 (53.0%),7.3,442.82,Camana#002,Master 218 LP
10.7/7.2/5.2,AD Carry,Wins: 73 (51.0%),6.18,478.78000000000003,Floffort#EUW,Challenger 97 LP
6.1/5.4/8.7,AD Carry,Wins: 185 (53.8%),7.339999999999999,432.15999999999997,no chat sorry#adc,Master 190 LP
1.9/4.5/15.3,Support,Wins: 172 (53.3%),1.06,293.80000000000007,Murmol#EUW,Master 221 LP
1.2/4.9/15.4,Support,Wins: 329 (49.8%),1.02,287.46000000000004,chiemi#sweet,Master 126 LP
3.4/5.2/9.3,Top,Wins: 73 (68.2%),6.340000000000001,459.0,Cute femcel#UwU,GrandMaster 757 LP
5.9/5.2/5.3,Top,Wins: 311 (54.0%),7.159999999999999,423.48,无关风月丶#6666,Challenger 1187 LP
6.1/4.0/8.3,Mid,Wins: 95 (63.3%),6.7,420.5,Lightdown#EUGG,GrandMaster 772 LP
N/A,N/A,N/A,N/A,N/A,capeu#009,GrandMaster N/A LP
5.8/3.8/7.5,Mid,Wins: 212 (53.7%),8.26,449.98,Zhuo Ding#ARC,Challenger 935 LP
6.6/6.1/7.4,Mid,Wins: 208 (52.4%),4.2,409.21999999999997,bert and lulu#BFJ,GrandMaster 549 LP
5.7/3.7/6.9,Mid,Wins: 157 (57.5%),7.7,426.68,QloTrGeSdV#EUW,Challenger 961 LP
5.8/4.1/6.7,Mid,Wins: 271 (53.7%),7.82,437.4599999999999,Zwyrøø#soul,Challenger 828 LP
6.0/5.5/12.5,Support,Wins: 104 (68.0%),0.8400000000000001,315.4,refracted#acrid,GrandMaster 540 LP
2.1/3.6/16.8,Support,Wins: 80 (64.5%),1.58,471.82000000000005,Canam#123,GrandMaster 572 LP
6.5/4.3/4.6,Top,Wins: 112 (62.9%),7.6,452.14,哈哈哈哈哈哈#BUILT,Challenger 920 LP
5.5/5.0/7.1,Top,Wins: 173 (59.0%),7.1,414.02,Vizícsacsi#EUW,Challenger 1208 LP
7.1/4.3/9.3,Jungler,Wins: 166 (58.5%),6.18,438.8,Carnagε#EUW,Challenger 1111 LP
5.4/4.7/10.8,Jungler,Wins: 130 (59.4%),7.040000000000001,410.9999999999999,Chris#102,Challenger 913 LP
7.6/5.5/5.5,Mid,Wins: 251 (55.3%),7.62,470.93999999999994,XXXXXXXXY1#EUW,Challenger 1212 LP
6.6/4.8/6.3,Mid,Wins: 237 (55.1%),7.82,447.0400000000001,Guts#1794,Challenger 952 LP
6.9/5.2/6.9,AD Carry,Wins: 218 (57.7%),8.4,477.88,Unkn0wn#EUW11,Challenger 1368 LP
6.9/5.4/7.2,AD Carry,Wins: 188 (55.6%),7.5,492.5,Bench Queen#EUW,Challenger 765 LP
3.5/5.5/13.1,Support,Wins: 197 (55.0%),1.1400000000000001,325.4,I OnIy Hook U#EUW,GrandMaster 731 LP
6.3/5.6/6.7,Mid,Wins: 188 (58.6%),7.44,447.41999999999996,alix de souza#1111,Challenger 1322 LP
5.8/3.2/10.4,Mid,Wins: 90 (54.6%),2.7199999999999998,642.4399999999999,N1CK#00001,Master 240 LP
6.0/4.0/5.6,Top,Wins: 60 (64.5%),7.5,434.64,Balrog1177#EUW,Master 328 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,Master 429 LP
8.8/6.7/6.8,Jungler,Wins: 150 (51.9%),5.84,599.22,Daraèn#123,Master 265 LP
8.2/5.5/7.5,Mid,Wins: 196 (54.4%),6.8,436.96000000000004,yuros#1205,Master 411 LP
6.2/5.3/7.0,AD Carry,Wins: 193 (53.8%),7.859999999999999,444.34000000000003,Boncuk#EUW12,GrandMaster 592 LP
8.7/5.0/6.7,AD Carry,Wins: 103 (55.7%),8.12,479.66,headhunterz#00047,Master 329 LP
8.5/3.8/5.0,AD Carry,Wins: 151 (52.1%),6.0,482.06000000000006,Hanoukan#EUW,Master 440 LP
1.5/5.6/13.9,Support,Wins: 165 (54.5%),0.9199999999999999,279.15999999999997,LaisMax v2#EUW,Master 481 LP
1.2/4.9/15.4,Support,Wins: 329 (49.8%),1.02,287.46000000000004,chiemi#sweet,Master 126 LP
5.1/4.0/5.6,Top,Wins: 104 (60.1%),6.6,426.14,Falleo#Fall,GrandMaster 571 LP
2.8/4.0/10.9,Top,Wins: 152 (59.4%),5.3,394.64,TheDisconnectTV#EUW,Challenger 1014 LP
7.8/4.8/7.8,Jungler,Wins: 174 (52.6%),6.8,450.96000000000004,Jungle art#Krych,GrandMaster 600 LP
6.8/3.7/9.5,Jungler,Wins: 45 (75.0%),6.5600000000000005,429.53999999999996,Stormaxx#EUW,GrandMaster 495 LP
5.8/4.1/6.7,Mid,Wins: 271 (53.7%),7.82,437.4599999999999,Zwyrøø#soul,Challenger 828 LP
6.6/6.1/7.4,Mid,Wins: 208 (52.4%),4.2,409.21999999999997,bert and lulu#BFJ,GrandMaster 549 LP
7.1/5.1/7.6,AD Carry,Wins: 168 (54.7%),8.26,490.03999999999996,FlickeR#1337,GrandMaster 645 LP
6.9/6.3/6.9,AD Carry,Wins: 226 (51.2%),6.56,419.84,Certified Random#EUW,GrandMaster 438 LP
6.0/5.5/12.5,Support,Wins: 104 (68.0%),0.8400000000000001,315.4,refracted#acrid,GrandMaster 540 LP
2.4/5.0/16.0,Support,Wins: 241 (54.6%),0.9,300.36,LiL TommyG#EUW,Challenger 921 LP
7.6/4.3/4.9,Top,Wins: 46 (70.8%),6.1,494.43999999999994,godKatyPerry#kicha,Diamond IV 0 LP
4.8/4.3/5.4,Top,Wins: 63 (54.8%),7.12,418.03999999999996,Nary v2#EUW,Master 0 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,Master 429 LP
5.9/4.1/11.1,Jungler,Wins: 110 (57.6%),6.24,411.86,ZacoiPT13#EUW,Master 212 LP
9.2/4.4/5.2,Mid,Wins: 44 (64.7%),4.86,371.82,juneiperb0i#66666,Diamond IV 10 LP
6.7/5.3/6.2,Mid,Wins: 139 (52.3%),6.300000000000001,428.3,Pascal Praud#CNEWS,Master 156 LP
7.7/4.7/6.0,AD Carry,Wins: 141 (53.8%),7.779999999999999,458.34,Christianity#Pray,GrandMaster 450 LP
6.9/4.3/6.8,AD Carry,Wins: 149 (52.3%),7.82,456.6,Nuokii#3561,Master 149 LP
3.4/6.3/13.9,Support,Wins: 141 (52.4%),1.06,318.64,Maskdak#EUW,Master 243 LP
2.5/7.1/16.9,Support,Wins: 103 (53.9%),0.9800000000000001,288.66,kwebz1#LOW,Master 181 LP
5.5/5.0/7.1,Top,Wins: 173 (59.0%),7.1,414.02,Vizícsacsi#EUW,Challenger 1208 LP
5.7/3.9/5.6,Top,Wins: 76 (66.1%),8.14,461.43999999999994,Akiyoshi#EUW,GrandMaster 678 LP
7.7/3.8/8.6,Jungler,Wins: 99 (65.6%),6.94,458.46000000000004,Erithacus rubecu#69139,Challenger 886 LP
7.1/4.3/9.3,Jungler,Wins: 166 (58.5%),6.18,438.8,Carnagε#EUW,Challenger 1111 LP
6.3/5.6/6.7,Mid,Wins: 188 (58.6%),7.44,447.41999999999996,alix de souza#1111,Challenger 1322 LP
7.6/5.5/5.5,Mid,Wins: 251 (55.3%),7.62,470.93999999999994,XXXXXXXXY1#EUW,Challenger 1212 LP
8.5/5.4/6.8,AD Carry,Wins: 88 (67.7%),8.78,545.8399999999999,시시포스#0000,GrandMaster 528 LP
10.8/6.0/5.2,AD Carry,Wins: 140 (66.4%),7.4,497.52,Decebalus#White,Challenger 979 LP
3.1/5.5/14.4,Support,Wins: 142 (62.3%),2.02,350.28000000000003,진홍색 하늘#Efias,Challenger 1073 LP
2.4/4.9/13.9,Support,Wins: 195 (54.8%),0.9800000000000001,290.26000000000005,Veignorem#EUW,Challenger 785 LP
6.2/6.0/6.0,Top,Wins: 165 (55.7%),7.68,445.8,Egyptien Sucré#HAL,GrandMaster 760 LP
4.2/3.2/4.7,Top,Wins: 166 (53.4%),7.339999999999999,409.1,Cobrakai#1111,Master 321 LP
6.9/5.6/8.4,Jungler,Wins: 169 (53.8%),6.38,445.82,CanyonsSon#KOREA,GrandMaster 510 LP
10.3/5.5/8.7,Jungler,Wins: 96 (58.5%),7.4,493.14,æææ#12345,GrandMaster 538 LP
8.2/5.1/5.1,Mid,Wins: 158 (54.3%),6.040000000000001,440.88,Astrosine#EUW,GrandMaster 531 LP
5.8/4.9/6.9,Mid,Wins: 173 (53.1%),7.959999999999999,441.0400000000001,Jonathan Bailey#zzz,Challenger 675 LP
5.8/4.1/6.7,Mid,Wins: 271 (53.7%),7.82,437.4599999999999,Zwyrøø#soul,Challenger 818 LP
5.4/5.1/10.0,Support,Wins: 147 (57.4%),2.76,318.26,Azzapp#31415,Challenger 795 LP
2.2/4.2/14.4,Support,Wins: 77 (60.2%),0.9399999999999998,314.78000000000003,Lauxio#2246,GrandMaster 519 LP
2.6/5.7/13.5,Support,Wins: 132 (57.1%),1.04,313.5,Gordinho#24805,GrandMaster 590 LP
4.8/4.0/5.9,Top,Wins: 304 (52.4%),7.06,404.68,C7C7C7C7C7C7C7#seven,GrandMaster 627 LP
7.4/5.8/5.3,Top,Wins: 58 (63.0%),7.866666666666667,446.1666666666667,anchxo#puca,Master 308 LP
6.8/4.9/8.1,Jungler,Wins: 181 (54.4%),6.9,450.2,WHATSYOURORDER#MCD,GrandMaster 694 LP
6.5/3.3/6.3,Jungler,Wins: 255 (51.3%),7.4799999999999995,446.62,saccarat#EUW,GrandMaster 399 LP
6.2/5.6/8.2,Mid,Wins: 76 (59.8%),6.9799999999999995,436.82,LAMA SGArkahus#EUW,Master 384 LP
5.5/5.6/6.1,Mid,Wins: 222 (52.0%),7.5,409.14000000000004,TheWanderingPro#TTV,Master 274 LP
6.5/5.0/7.5,AD Carry,Wins: 60 (55.0%),6.279999999999999,436.16,em thích bốn#4444,Master 220 LP
7.3/4.1/6.8,AD Carry,Wins: 205 (54.7%),8.860000000000001,487.91999999999996,3XA#ERA,Challenger 721 LP
3.6/6.1/13.0,Support,Wins: 234 (51.2%),0.9000000000000001,310.68,Colden#001,Master 402 LP
7.8/7.3/9.9,Support,Wins: 85 (60.3%),2.34,587.4,pyke4132#CNT,Master 340 LP
5.5/5.0/7.1,Top,Wins: 173 (59.0%),7.1,414.02,Vizícsacsi#EUW,Challenger 1208 LP
6.1/3.9/6.9,Top,Wins: 93 (63.7%),7.4799999999999995,434.64,Ł354#EUW,Challenger 861 LP
6.4/3.2/9.3,Jungler,Wins: 209 (57.9%),7.0,441.32,HotGuy6Pack#MUTE,Challenger 1366 LP
5.9/4.7/7.9,Jungler,Wins: 257 (54.6%),7.220000000000001,432.9,Agurin#EUW,Challenger 1234 LP
5.6/4.4/6.9,Mid,Wins: 207 (55.2%),8.24,466.5,LR Nemesis#LRAT,Challenger 1088 LP
6.1/4.8/8.1,Mid,Wins: 266 (55.3%),7.8,445.76000000000005,ttv ronaldoo#123,Challenger 1214 LP
6.8/5.2/8.1,AD Carry,Wins: 279 (53.7%),7.68,469.7799999999999,Kenal#EUW,Challenger 906 LP
7.7/4.7/6.9,AD Carry,Wins: 219 (55.4%),8.24,484.23999999999995,ANDARIEL#1411,Challenger 879 LP
6.0/5.5/12.5,Support,Wins: 104 (68.0%),0.8400000000000001,315.4,refracted#acrid,GrandMaster 540 LP
2.1/4.3/14.3,Support,Wins: 185 (59.3%),0.9,300.65999999999997,Walid Georgey#EUW,Challenger 1364 LP
5.5/5.0/7.1,Top,Wins: 173 (59.0%),7.1,414.02,Vizícsacsi#EUW,Challenger 1208 LP
6.8/5.4/7.8,Jungler,Wins: 307 (52.9%),6.4799999999999995,428.8,IBO ASLAN#TURK,Challenger 935 LP
5.3/4.5/9.3,Jungler,Wins: 189 (57.1%),6.14,407.32,dejfDawid1#EUW,Challenger 1016 LP
5.9/4.7/7.9,Jungler,Wins: 257 (54.6%),7.220000000000001,432.9,Agurin#EUW,Challenger 1234 LP
6.5/4.4/6.7,Mid,Wins: 232 (54.3%),8.180000000000001,461.84,2006y1337#1481,Challenger 829 LP
7.1/5.4/6.5,Mid,Wins: 148 (58.3%),7.56,460.9,Kamiloo#EUW,Challenger 1114 LP
7.4/5.7/7.4,Mid,Wins: 128 (61.2%),7.2,470.38,나프켈라#BOAT,Challenger 1105 LP
7.3/4.1/6.8,AD Carry,Wins: 205 (54.7%),8.860000000000001,487.91999999999996,3XA#ERA,Challenger 721 LP
1.5/5.7/15.3,Support,Wins: 215 (54.8%),2.62,312.5,Biotic#123,GrandMaster 763 LP
4.1/6.5/12.5,Support,Wins: 201 (51.8%),0.86,303.38,D X D X D X#L AMI,GrandMaster 447 LP
5.5/5.0/7.1,Top,Wins: 173 (59.0%),7.1,414.02,Vizícsacsi#EUW,Challenger 1208 LP
6.8/5.1/5.1,Top,Wins: 92 (67.6%),8.0,476.23999999999995,stardewvalley67#EUW,Challenger 961 LP
5.3/4.5/9.3,Jungler,Wins: 189 (57.1%),6.14,407.32,dejfDawid1#EUW,Challenger 1016 LP
5.9/4.7/7.9,Jungler,Wins: 257 (54.6%),7.220000000000001,432.9,Agurin#EUW,Challenger 1234 LP
7.6/5.5/5.5,Mid,Wins: 251 (55.3%),7.62,470.93999999999994,XXXXXXXXY1#EUW,Challenger 1212 LP
7.4/5.7/7.4,Mid,Wins: 128 (61.2%),7.2,470.38,나프켈라#BOAT,Challenger 1105 LP
5.3/3.8/8.0,AD Carry,Wins: 248 (53.7%),8.14,446.91999999999996,THE GREATEST#xanny,Challenger 853 LP
6.9/5.2/6.9,AD Carry,Wins: 218 (57.7%),8.4,477.88,Unkn0wn#EUW11,Challenger 1368 LP
4.0/6.9/13.3,Support,Wins: 181 (55.2%),2.16,394.15999999999997,Hannover#EUW,Challenger 803 LP
2.1/5.9/14.5,Support,Wins: 145 (58.2%),1.1,304.98,Wrongo#1234,Challenger 895 LP
4.9/4.1/6.3,Top,Wins: 159 (57.8%),7.359999999999999,431.03999999999996,Maynter#EUW,Challenger 1104 LP
5.3/4.8/6.2,Top,Wins: 188 (54.7%),7.76,426.14,smurfeee#OSRS,Challenger 743 LP
5.4/4.8/9.9,Jungler,Wins: 210 (54.8%),6.2,413.78000000000003,Zanzarah#1996,Challenger 874 LP
6.4/3.2/9.3,Jungler,Wins: 209 (57.9%),7.0,441.32,HotGuy6Pack#MUTE,Challenger 1366 LP
5.7/4.1/7.8,Mid,Wins: 154 (60.2%),8.219999999999999,464.9,ThePowerOfEvil#EUW,Challenger 1307 LP
7.1/2.9/4.8,Mid,Wins: 200 (54.1%),7.2,513.92,twitchtvAzureEUW#blue,GrandMaster 590 LP
6.5/3.6/7.2,AD Carry,Wins: 115 (60.2%),8.78,485.16,avarice61#EUW,Challenger 934 LP
7.6/4.2/7.2,AD Carry,Wins: 90 (63.4%),8.22,481.64000000000004,Soldier#0710,Challenger 870 LP
4.2/4.5/14.2,Support,Wins: 50 (74.6%),1.42,367.3,zta#EUW,GrandMaster 582 LP
6.8/5.2/8.1,AD Carry,Wins: 279 (53.7%),7.68,469.7799999999999,Kenal#EUW,Challenger 906 LP
6.1/5.8/6.0,Top,Wins: 102 (53.4%),7.68,474.21999999999997,Ômori#BR1,Master 118 LP
6.7/5.5/5.9,Top,Wins: 67 (50.4%),4.74,622.4800000000001,Meinhard#BR1,Diamond I 18 LP
6.9/6.2/9.5,Jungler,Wins: 78 (49.7%),6.840000000000001,436.8,Minerva#BR1,Diamond I 29 LP
6.9/4.1/6.9,Jungler,Wins: 53 (60.2%),5.96,478.5400000000001,cardio em casa#brnd,Master 191 LP
6.1/2.8/6.3,Mid,Wins: 228 (51.0%),8.14,435.32,Maathe#BR1,Master 250 LP
6.4/4.1/7.2,Mid,Wins: 190 (56.4%),6.720000000000001,413.84000000000003,Kakauyaya#BR1,Master 118 LP
4.0/5.4/11.0,Support,Wins: 49 (60.5%),3.38,346.36,Forv3v#BR1,Diamond I 27 LP
7.2/5.6/6.6,AD Carry,Wins: 110 (49.5%),7.42,451.6,Neymarcio#NNM,Diamond I 14 LP
3.0/4.3/14.6,Support,Wins: 62 (51.2%),3.8200000000000003,433.76000000000005,selton mello#bardo,Master 26 LP
2.2/5.2/13.8,Support,Wins: 66 (55.9%),1.3599999999999999,302.91999999999996,Loop#BR1,Master 129 LP
5.3/4.9/6.7,Top,Wins: 145 (60.0%),7.56,425.41999999999996,i will fight#next,Challenger 1167 LP
5.5/5.0/7.1,Top,Wins: 173 (59.0%),7.1,414.02,Vizícsacsi#EUW,Challenger 1208 LP
7.6/5.4/7.5,Jungler,Wins: 379 (52.6%),5.84,395.12,Duckzuru#EZEZ,Challenger 840 LP
7.2/4.8/9.9,Jungler,Wins: 103 (61.3%),6.8,456.53999999999996,Shαwn Frost#EUW,Challenger 800 LP
7.2/4.3/8.1,Mid,Wins: 113 (56.2%),6.260000000000001,422.8,Javier#RITO,GrandMaster 637 LP
6.1/4.8/8.1,Mid,Wins: 266 (55.3%),7.8,445.76000000000005,ttv ronaldoo#123,Challenger 1214 LP
7.5/4.1/7.2,AD Carry,Wins: 109 (66.5%),8.979999999999999,506.0200000000001,KC NEXT ADKING#EUW,Challenger 1255 LP
6.9/4.6/8.4,AD Carry,Wins: 265 (56.5%),7.859999999999999,467.7,Antonio#FORS,Challenger 1172 LP
2.1/5.9/14.5,Support,Wins: 145 (58.2%),1.1,304.98,Wrongo#1234,Challenger 895 LP
6.0/5.5/12.5,Support,Wins: 104 (68.0%),0.8400000000000001,315.4,refracted#acrid,GrandMaster 540 LP
4.9/4.1/6.3,Top,Wins: 159 (57.8%),7.359999999999999,431.03999999999996,Maynter#EUW,Challenger 1104 LP
5.2/3.6/6.6,Top,Wins: 87 (63.5%),8.059999999999999,442.53999999999996,Mudkip#Szygy,GrandMaster 662 LP
6.4/5.2/9.1,Jungler,Wins: 96 (63.6%),7.220000000000001,440.3,love u dog#DOG,Challenger 808 LP
7.7/6.1/6.4,Jungler,Wins: 221 (56.8%),7.220000000000001,436.71999999999997,Sinerias#EUW,Challenger 1203 LP
6.9/4.8/6.4,Mid,Wins: 236 (55.9%),8.279999999999998,470.14000000000004,Sayn CHOKBAR 1#EUW,Challenger 1264 LP
5.7/4.1/7.8,Mid,Wins: 154 (60.2%),8.219999999999999,464.9,ThePowerOfEvil#EUW,Challenger 1307 LP
7.6/4.2/7.2,AD Carry,Wins: 90 (63.4%),8.22,481.64000000000004,Soldier#0710,Challenger 870 LP
5.3/3.8/8.0,AD Carry,Wins: 248 (53.7%),8.14,446.91999999999996,THE GREATEST#xanny,Challenger 853 LP
2.1/5.1/13.8,Support,Wins: 193 (55.3%),1.08,288.08000000000004,Hexom#BACK,GrandMaster 629 LP
4.2/5.1/13.1,Support,Wins: 180 (55.0%),1.04,321.52000000000004,marlοn#EUW,GrandMaster 666 LP
5.9/5.1/6.2,Top,Wins: 110 (58.2%),7.0200000000000005,422.98,Chance2Win#EUW,GrandMaster 643 LP
4.7/5.1/5.1,Top,Wins: 118 (49.6%),6.76,399.12,Jyoos#EUW,Master 21 LP
6.4/3.9/7.5,Jungler,Wins: 100 (51.5%),6.26,411.73999999999995,Paradasu V2#EUW,Master 61 LP
6.8/5.1/8.5,Jungler,Wins: 158 (53.2%),7.039999999999999,471.4200000000001,Curling Captain#EUW,Master 429 LP
7.4/4.8/5.3,Mid,Wins: 68 (58.8%),7.88,429.93999999999994,Smietanek#2137,Master 43 LP
6.6/5.7/6.4,Mid,Wins: 234 (51.5%),7.82,449.32,Azuka#wincg,Master 404 LP
6.2/5.8/7.8,AD Carry,Wins: 169 (52.3%),7.359999999999999,428.1,zeitnot#7149,Master 367 LP
6.1/4.1/7.6,AD Carry,Wins: 84 (53.5%),7.339999999999999,429.43999999999994,Khalune#EUW,Master 73 LP
7.8/5.9/7.9,AD Carry,Wins: 185 (59.3%),6.76,452.23999999999995,gul och blå#EUW,Master 233 LP
4.3/4.8/16.4,Support,Wins: 41 (82.0%),1.16,355.7,Seaz#EUW,Master 252 LP
5.8/3.1/5.6,Mid,Wins: 166 (57.0%),8.475,471.575,DesperateNasus#TWTV,Challenger 808 LP
4.9/5.2/10.0,Jungler,Wins: 94 (60.3%),6.139999999999999,408.44,Stefannootje#EUW,Master 223 LP
6.8/4.9/8.1,Jungler,Wins: 181 (54.4%),6.9,450.2,WHATSYOURORDER#MCD,GrandMaster 694 LP
